id_transaccion,fecha,id_socio,nombre_cliente,sucursal,categoria_servicio,tipo_membresia,monto_ingreso,costo_adquisicion_cac,duracion_meses_socio,estado_socio,asistencias_mes,nps_satisfaccion
TRX-RD-6550,2025-06-18,402-8278172-9,"Altagracia Marte Jiménez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1135.00,5,Activo,9,7
TRX-RD-6577,2025-06-18,011-7170800-9,"Emmanuel Paulino Rosario","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1290.00,6,Activo,14,9
TRX-RD-6594,2025-06-18,011-0266902-3,"Genesis Castillo Peña","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2620.00,14,Activo,9,8
TRX-RD-6629,2025-06-18,097-5339295-1,"Juan Santana Díaz","Puerto Plata Club","Membresías","Básica",1690.00,1374.00,7,Activo,7,7
TRX-RD-6632,2025-06-18,402-0044725-4,"Nicole Rosario Castillo","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2318.00,9,Activo,15,8
TRX-RD-6640,2025-06-18,031-3955124-0,"Luis Pérez Vásquez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1130.00,9,Activo,11,8
TRX-RD-6656,2025-06-18,031-6853975-1,"Francisco Ventura Rodríguez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1584.00,11,Activo,17,8
TRX-RD-6699,2025-06-18,097-8381334-9,"Carmen Rosario Ventura","Puerto Plata Club","Membresías","Premium",2690.00,1763.00,12,Activo,14,6
TRX-RD-6724,2025-06-18,037-7816548-4,"Manuel Jiménez Martínez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1719.00,11,Activo,14,9
TRX-RD-6734,2025-06-18,402-5039105-5,"María Díaz Santana","Puerto Plata Club","Membresías","Básica",1690.00,1209.00,10,Activo,8,7
TRX-RD-6274,2025-06-19,402-4917674-0,"Yamilka García Morales","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2476.00,10,Activo,10,9
TRX-RD-6283,2025-06-19,001-6183166-4,"Carlos Rosario Martínez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1100.00,5,Activo,12,8
TRX-RD-6365,2025-06-19,402-4369425-0,"Altagracia Cruz Martínez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1427.00,13,Activo,10,9
TRX-RD-6377,2025-06-19,031-1102942-1,"Miguel Sánchez Sánchez","Santo Domingo (Piantini)","Personal Trainer","Básica",1770.00,1329.00,19,Activo,13,9
TRX-RD-6387,2025-06-19,402-9032230-0,"Pedro Morales García","Punta Cana (Bávaro)","Personal Trainer","Básica",1579.00,1224.00,9,Activo,8,8
TRX-RD-6400,2025-06-19,001-5524767-9,"Ramón Jiménez Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1201.00,7,Activo,12,7
TRX-RD-6422,2025-06-19,097-7940625-6,"Carlos Reyes Rosario","Santo Domingo (Piantini)","Personal Trainer","VIP",1642.00,2633.00,9,Activo,14,7
TRX-RD-6441,2025-06-19,002-9235870-2,"Juan Castillo Cruz","Punta Cana (Bávaro)","Clases Guiadas","VIP",895.00,2478.00,10,Activo,12,10
TRX-RD-6454,2025-06-19,001-0419364-4,"Ramón Jiménez Santana","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1238.00,12,Activo,15,7
TRX-RD-6458,2025-06-19,097-0213742-4,"Kelvin Castillo Díaz","Santiago (Los Jardines)","Tienda Deportiva","Básica",1593.00,1434.00,14,Activo,14,7
TRX-RD-6499,2025-06-19,097-3288495-3,"Luis Sánchez Peña","Santiago (Los Jardines)","Membresías","VIP",4890.00,2380.00,11,Activo,11,7
TRX-RD-6627,2025-06-19,011-5973150-2,"Ramón Díaz Castillo","Santiago (Los Jardines)","Clases Guiadas","Básica",999.00,952.00,5,Activo,15,8
TRX-RD-6644,2025-06-19,037-6396478-4,"Miguel Marte Rosario","Punta Cana (Bávaro)","Personal Trainer","Básica",1606.00,1489.00,7,Activo,7,8
TRX-RD-6652,2025-06-19,402-0934530-1,"Johanny Ventura Santana","Santiago (Los Jardines)","Personal Trainer","Básica",1633.00,1432.00,11,Activo,14,9
TRX-RD-6705,2025-06-19,031-2956002-9,"Manuel Pérez Guzmán","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1777.00,12,Activo,17,8
TRX-RD-6738,2025-06-19,002-0860564-2,"Kelvin Santana Gómez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1422.00,8,Activo,6,7
TRX-RD-6265,2025-06-20,001-1334706-6,"Gabriel Pérez Vásquez","Puerto Plata Club","Tienda Deportiva","Básica",1850.00,1361.00,5,Activo,13,10
TRX-RD-6272,2025-06-20,402-6826092-0,"Juan Rodríguez Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1398.00,7,Activo,13,10
TRX-RD-6298,2025-06-20,011-4381267-3,"Carlos Reyes Sánchez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Premium",1295.00,1600.00,6,Activo,13,9
TRX-RD-6335,2025-06-20,011-6895563-9,"Kelvin Rodríguez Gómez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1157.00,12,Activo,15,9
TRX-RD-6442,2025-06-20,031-8363385-2,"Nicole Reyes Vásquez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1343.00,14,Activo,11,8
TRX-RD-6479,2025-06-20,402-4161120-7,"Carlos Vásquez Peña","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1665.00,10,Activo,10,9
TRX-RD-6489,2025-06-20,002-0919408-3,"Laura Cruz Gómez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1307.00,13,Activo,12,8
TRX-RD-6492,2025-06-20,402-2286782-8,"Patricia Sánchez Sánchez","Santiago (Los Jardines)","Personal Trainer","Premium",1310.00,1526.00,5,Activo,10,9
TRX-RD-6522,2025-06-20,002-5305764-0,"Patricia Castillo Santana","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1329.00,9,Activo,8,9
TRX-RD-6544,2025-06-20,031-3994908-9,"Genesis Martínez Pérez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2456.00,12,Activo,16,7
TRX-RD-6557,2025-06-20,097-2566732-4,"Johanny Castillo Reyes","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Básica",1904.00,1137.00,7,Activo,10,7
TRX-RD-6585,2025-06-20,037-8606750-8,"Miguel Peña Vásquez","Punta Cana (Bávaro)","Tienda Deportiva","Premium",1291.00,1553.00,9,Activo,11,10
TRX-RD-6597,2025-06-20,037-7443702-8,"José Martínez Díaz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1742.00,7,Activo,6,9
TRX-RD-6610,2025-06-20,097-4377382-3,"Kelvin Marte Santana","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1336.00,6,Activo,10,7
TRX-RD-6624,2025-06-20,037-6256257-1,"Ramón Díaz Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1342.00,8,Activo,6,9
TRX-RD-6647,2025-06-20,031-4380637-4,"Patricia Gómez Díaz","Puerto Plata Club","Membresías","Premium",2690.00,1726.00,10,Activo,12,8
TRX-RD-6695,2025-06-20,002-8358439-9,"Alejandro Rosario Pérez","Santo Domingo (Piantini)","Clases Guiadas","VIP",1081.00,2657.00,15,Activo,11,8
TRX-RD-6719,2025-06-20,031-1859472-4,"Laura Martínez García","Puerto Plata Club","Tienda Deportiva","VIP",1227.00,2690.00,10,Activo,14,8
TRX-RD-6721,2025-06-20,031-1342744-1,"Patricia Pérez Díaz","Puerto Plata Club","Personal Trainer","Básica",1300.00,1141.00,11,Activo,14,8
TRX-RD-6392,2025-06-21,037-9815671-1,"Altagracia Jiménez Peña","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1605.00,15,Activo,10,8
TRX-RD-6421,2025-06-21,097-7940625-6,"Carlos Reyes Rosario","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2633.00,9,Activo,14,7
TRX-RD-6484,2025-06-21,037-7869598-5,"Kelvin Ventura García","Punta Cana (Bávaro)","Personal Trainer","Premium",1548.00,1596.00,13,Activo,14,7
TRX-RD-6486,2025-06-21,002-6804390-8,"Alejandro Morales Ventura","Santiago (Los Jardines)","Clases Guiadas","Básica",949.00,1291.00,11,Activo,17,7
TRX-RD-6554,2025-06-21,031-8359069-8,"Alejandro Cruz Gómez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1312.00,9,Activo,16,8
TRX-RD-6575,2025-06-21,037-2983311-5,"Rafael Reyes Reyes","Santiago (Los Jardines)","Personal Trainer","Premium",1342.00,1440.00,6,Activo,13,8
TRX-RD-6584,2025-06-21,037-8606750-8,"Miguel Peña Vásquez","Punta Cana (Bávaro)","Clases Guiadas","Premium",836.00,1553.00,9,Activo,11,10
TRX-RD-6588,2025-06-21,002-3335454-7,"Manuel Rodríguez Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1007.00,10,Activo,21,8
TRX-RD-6655,2025-06-21,402-0766543-7,"Gabriel Cruz Díaz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1829.00,10,Activo,12,9
TRX-RD-6658,2025-06-21,031-3458161-4,"Juan García Martínez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1407.00,7,Activo,15,6
TRX-RD-6703,2025-06-21,031-6366255-8,"Patricia Cruz Marte","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1166.00,12,Activo,15,8
TRX-RD-6718,2025-06-21,031-1859472-4,"Laura Martínez García","Puerto Plata Club","Clases Guiadas","VIP",1039.00,2690.00,10,Activo,14,8
TRX-RD-6255,2025-06-22,031-4625065-3,"Rosa Paulino Cruz","Santiago (Los Jardines)","Membresías","Básica",1690.00,1280.00,7,Activo,14,7
TRX-RD-6308,2025-06-22,002-5922083-8,"Laura Morales Rosario","Punta Cana (Bávaro)","Clases Guiadas","Premium",844.00,1704.00,9,Activo,3,8
TRX-RD-6340,2025-06-22,002-0039098-7,"Alejandro Rodríguez Castillo","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1582.00,10,Activo,15,7
TRX-RD-6398,2025-06-22,011-7856238-3,"Gabriel Marte Sánchez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1325.00,8,Activo,16,8
TRX-RD-6407,2025-06-22,037-3740762-1,"Pedro Morales Rosario","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1563.00,1223.00,6,Activo,6,10
TRX-RD-6425,2025-06-22,031-8246707-0,"Alejandro Marte Morales","Puerto Plata Club","Tienda Deportiva","VIP",1227.00,2388.00,11,Activo,13,8
TRX-RD-6440,2025-06-22,002-9235870-2,"Juan Castillo Cruz","Punta Cana (Bávaro)","Personal Trainer","VIP",1469.00,2478.00,10,Activo,12,10
TRX-RD-6464,2025-06-22,031-7501314-7,"Gabriel Ventura Vásquez","Santo Domingo (Piantini)","Personal Trainer","VIP",1546.00,2312.00,8,Activo,10,7
TRX-RD-6521,2025-06-22,011-2999115-2,"Yamilka Jiménez Peña","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1390.00,13,Activo,12,8
TRX-RD-6613,2025-06-22,031-9583417-5,"Alejandro Cruz Vásquez","Santiago (Los Jardines)","Tienda Deportiva","Premium",1755.00,1421.00,12,Activo,8,8
TRX-RD-6618,2025-06-22,402-2759002-9,"Carmen Gómez Castillo","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1966.00,8,Activo,14,8
TRX-RD-6676,2025-06-22,097-3320064-7,"Gabriel Vásquez Reyes","Puerto Plata Club","Membresías","Básica",1690.00,1362.00,7,Activo,15,8
TRX-RD-6691,2025-06-22,001-5706299-3,"Carmen Rosario Pérez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1294.00,7,Activo,13,8
TRX-RD-6714,2025-06-22,402-8956547-1,"Luis Cruz Gómez","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2558.00,11,Activo,14,6
TRX-RD-6715,2025-06-22,402-2143151-9,"Rosa Sánchez Sánchez","Puerto Plata Club","Membresías","Básica",1690.00,1418.00,13,Activo,13,8
TRX-RD-6731,2025-06-22,097-4974915-7,"Laura Santana Vásquez","Punta Cana (Bávaro)","Tienda Deportiva","Básica",2074.00,1537.00,11,Activo,13,8
TRX-RD-6275,2025-06-23,037-5983058-5,"María Díaz Pérez","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2320.00,11,Activo,13,9
TRX-RD-6289,2025-06-23,002-9985685-6,"Ana Reyes Santana","Santiago (Los Jardines)","Clases Guiadas","Básica",837.00,1420.00,10,Activo,15,6
TRX-RD-6294,2025-06-23,402-3548220-1,"Laura Díaz García","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2357.00,12,Activo,12,7
TRX-RD-6361,2025-06-23,001-7971463-9,"Luisa Peña Díaz","Punta Cana (Bávaro)","Clases Guiadas","VIP",1134.00,2491.00,11,Activo,12,7
TRX-RD-6399,2025-06-23,011-7856238-3,"Gabriel Marte Sánchez","Santo Domingo (Piantini)","Clases Guiadas","Básica",840.00,1325.00,8,Activo,16,8
TRX-RD-6413,2025-06-23,011-3806746-5,"Genesis Jiménez García","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1605.00,5,Activo,13,7
TRX-RD-6416,2025-06-23,037-0576050-6,"Patricia Guzmán Morales","Santiago (Los Jardines)","Membresías","Básica",1690.00,1340.00,6,Activo,11,8
TRX-RD-6429,2025-06-23,402-7439845-8,"Nicole Sánchez Santana","Santiago (Los Jardines)","Membresías","VIP",4890.00,2334.00,10,Activo,10,7
TRX-RD-6491,2025-06-23,402-2286782-8,"Patricia Sánchez Sánchez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1526.00,5,Activo,10,9
TRX-RD-6495,2025-06-23,011-9824525-8,"José Sánchez Marte","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1520.00,1765.00,11,Activo,9,9
TRX-RD-6525,2025-06-23,031-0389221-6,"Laura Reyes Marte","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1788.00,9,Activo,10,8
TRX-RD-6551,2025-06-23,402-8278172-9,"Altagracia Marte Jiménez","Punta Cana (Bávaro)","Tienda Deportiva","Básica",1523.00,1135.00,5,Activo,9,7
TRX-RD-6595,2025-06-23,011-0266902-3,"Genesis Castillo Peña","Santo Domingo (Piantini)","Clases Guiadas","VIP",1073.00,2620.00,14,Activo,9,8
TRX-RD-6604,2025-06-23,037-5710505-5,"Manuel Reyes Paulino","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1352.00,1187.00,13,Activo,10,8
TRX-RD-6659,2025-06-23,031-3458161-4,"Juan García Martínez","Santiago (Los Jardines)","Personal Trainer","Básica",1244.00,1407.00,7,Activo,15,6
TRX-RD-6664,2025-06-23,097-8097227-0,"Miguel Ventura Martínez","Santiago (Los Jardines)","Clases Guiadas","VIP",842.00,2387.00,10,Activo,11,10
TRX-RD-6701,2025-06-23,002-6485922-4,"Carlos Sánchez García","Santiago (Los Jardines)","Membresías","Premium",2690.00,1669.00,8,Activo,18,7
TRX-RD-6725,2025-06-23,002-7588872-5,"Carlos Rosario Rodríguez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1200.00,10,Activo,19,8
TRX-RD-6273,2025-06-24,402-6826092-0,"Juan Rodríguez Reyes","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Básica",1835.00,1398.00,7,Activo,13,10
TRX-RD-6282,2025-06-24,037-1324151-5,"Carlos Reyes Martínez","Puerto Plata Club","Personal Trainer","Premium",1342.00,1887.00,14,Activo,8,8
TRX-RD-6309,2025-06-24,097-7202263-9,"Altagracia García Rodríguez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2445.00,7,Activo,15,7
TRX-RD-6415,2025-06-24,011-2927458-3,"María Martínez Gómez","Santiago (Los Jardines)","Tienda Deportiva","Básica",1812.00,1067.00,5,Activo,10,10
TRX-RD-6452,2025-06-24,097-6771051-1,"Nicole Cruz Morales","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1626.00,11,Activo,12,8
TRX-RD-6476,2025-06-24,011-2805876-3,"Nicole Rosario Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1377.00,11,Activo,15,9
TRX-RD-6576,2025-06-24,037-2983311-5,"Rafael Reyes Reyes","Santiago (Los Jardines)","Tienda Deportiva","Premium",1053.00,1440.00,6,Activo,13,8
TRX-RD-6593,2025-06-24,037-4666965-8,"Genesis Sánchez Santana","Santiago (Los Jardines)","Membresías","Básica",1690.00,1234.00,8,Activo,11,9
TRX-RD-6623,2025-06-24,001-7888720-4,"Pedro Peña Guzmán","Puerto Plata Club","Tienda Deportiva","VIP",1244.00,2841.00,13,Activo,8,7
TRX-RD-6628,2025-06-24,011-5973150-2,"Ramón Díaz Castillo","Santiago (Los Jardines)","Tienda Deportiva","Básica",1119.00,952.00,5,Activo,15,8
TRX-RD-6674,2025-06-24,097-2512172-8,"Yamilka Santana Rosario","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1168.00,7,Activo,12,7
TRX-RD-6712,2025-06-24,011-7533243-4,"Kelvin Ventura Sánchez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1646.00,16,Activo,9,9
TRX-RD-6297,2025-06-25,011-4381267-3,"Carlos Reyes Sánchez","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1600.00,6,Activo,13,9
TRX-RD-6307,2025-06-25,002-5922083-8,"Laura Morales Rosario","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1704.00,9,Activo,3,8
TRX-RD-6315,2025-06-25,031-9385468-8,"Manuel Marte Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1318.00,8,Activo,10,6
TRX-RD-6338,2025-06-25,011-7673531-2,"Luis Jiménez Santana","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1534.00,16,Activo,4,10
TRX-RD-6417,2025-06-25,097-9949127-0,"Francisco Santana Peña","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2523.00,15,Activo,10,9
TRX-RD-6428,2025-06-25,037-0591246-1,"Luis Rodríguez Rosario","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1416.00,10,Activo,10,8
TRX-RD-6446,2025-06-25,002-6000131-8,"María Jiménez Santana","Puerto Plata Club","Personal Trainer","Premium",1342.00,1598.00,10,Activo,13,7
TRX-RD-6535,2025-06-25,002-1834056-0,"Rafael Sánchez Ventura","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1305.00,12,Activo,13,9
TRX-RD-6540,2025-06-25,011-7999624-2,"Rafael Rosario Martínez","Puerto Plata Club","Membresías","Premium",2690.00,1879.00,5,Activo,4,6
TRX-RD-6558,2025-06-25,031-7085259-8,"Carmen Díaz Rosario","Santiago (Los Jardines)","Membresías","Premium",2690.00,1695.00,11,Activo,10,7
TRX-RD-6622,2025-06-25,001-7888720-4,"Pedro Peña Guzmán","Puerto Plata Club","Membresías","VIP",4890.00,2841.00,13,Activo,8,7
TRX-RD-6625,2025-06-25,097-8808961-4,"Nicole Vásquez Vásquez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1256.00,7,Activo,13,10
TRX-RD-6634,2025-06-25,402-0044725-4,"Nicole Rosario Castillo","Santo Domingo (Piantini)","Clases Guiadas","VIP",1183.00,2318.00,9,Activo,15,8
TRX-RD-6648,2025-06-25,002-4563876-2,"Rosa Reyes Peña","Puerto Plata Club","Membresías","Básica",1690.00,1081.00,11,Activo,12,9
TRX-RD-6670,2025-06-25,097-2808250-5,"Johanny Paulino Rodríguez","Puerto Plata Club","Clases Guiadas","VIP",725.00,2070.00,6,Activo,11,8
TRX-RD-6687,2025-06-25,037-7679995-3,"Juan Gómez Rodríguez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,924.00,10,Activo,11,8
TRX-RD-6693,2025-06-25,002-8546073-9,"Altagracia García Ventura","Punta Cana (Bávaro)","Tienda Deportiva","Básica",1872.00,1224.00,10,Activo,10,9
TRX-RD-6729,2025-06-25,097-4974915-7,"Laura Santana Vásquez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1537.00,11,Activo,13,8
TRX-RD-6302,2025-06-26,037-5764630-6,"Yamilka Sánchez Sánchez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2364.00,17,Activo,13,8
TRX-RD-6303,2025-06-26,037-5764630-6,"Yamilka Sánchez Sánchez","Santiago (Los Jardines)","Clases Guiadas","VIP",877.00,2364.00,17,Activo,13,8
TRX-RD-6304,2025-06-26,402-9497962-6,"Juan Sánchez Ventura","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1775.00,11,Activo,9,9
TRX-RD-6341,2025-06-26,402-7470758-3,"Johanny Pérez Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2407.00,9,Activo,14,5
TRX-RD-6369,2025-06-26,001-9152930-4,"María Díaz Morales","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1749.00,14,Activo,7,9
TRX-RD-6419,2025-06-26,031-1824879-2,"Pedro Cruz Ventura","Santiago (Los Jardines)","Membresías","VIP",4890.00,2532.00,6,Activo,12,9
TRX-RD-6485,2025-06-26,002-6804390-8,"Alejandro Morales Ventura","Santiago (Los Jardines)","Membresías","Básica",1690.00,1291.00,11,Activo,17,7
TRX-RD-6502,2025-06-26,097-2331703-9,"María Jiménez Martínez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1256.00,9,Activo,10,7
TRX-RD-6539,2025-06-26,031-5457306-1,"Carlos Paulino Marte","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1200.00,15,Activo,14,7
TRX-RD-6546,2025-06-26,097-7852937-1,"Rafael Rosario Guzmán","Punta Cana (Bávaro)","Personal Trainer","Básica",1559.00,1344.00,8,Activo,12,7
TRX-RD-6565,2025-06-26,031-8488242-5,"Emmanuel Reyes Guzmán","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Premium",956.00,1538.00,7,Activo,14,9
TRX-RD-6571,2025-06-26,002-6627199-8,"Gabriel Ventura Ventura","Santo Domingo (Piantini)","Tienda Deportiva","Básica",1694.00,1220.00,17,Activo,14,9
TRX-RD-6582,2025-06-26,002-9773654-8,"Ramón Guzmán García","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2398.00,14,Activo,11,8
TRX-RD-6635,2025-06-26,402-6753909-2,"Rosa Gómez Ventura","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1429.00,8,Activo,6,9
TRX-RD-6662,2025-06-26,402-3799506-9,"Miguel Castillo Cruz","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Básica",905.00,1112.00,15,Activo,11,7
TRX-RD-6667,2025-06-26,402-1332067-0,"Carlos Díaz Martínez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1432.00,1485.00,10,Activo,10,7
TRX-RD-6681,2025-06-26,031-0627540-1,"María Morales Guzmán","Punta Cana (Bávaro)","Tienda Deportiva","Básica",2359.00,1201.00,14,Activo,16,9
TRX-RD-6694,2025-06-26,002-8358439-9,"Alejandro Rosario Pérez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2657.00,15,Activo,11,8
TRX-RD-6697,2025-06-26,002-5568091-0,"Gabriel Guzmán Martínez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,948.00,11,Activo,7,9
TRX-RD-6698,2025-06-26,011-3298321-2,"José Gómez Gómez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1405.00,4,Activo,15,8
TRX-RD-6720,2025-06-26,031-1342744-1,"Patricia Pérez Díaz","Puerto Plata Club","Membresías","Básica",1690.00,1141.00,11,Activo,14,8
TRX-RD-6741,2025-06-26,001-7706644-6,"Joan Marte Santana","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1596.00,11,Activo,6,8
TRX-RD-6266,2025-06-27,001-4336709-2,"Ana Paulino Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1162.00,10,Activo,9,5
TRX-RD-6284,2025-06-27,001-6183166-4,"Carlos Rosario Martínez","Santiago (Los Jardines)","Personal Trainer","Básica",1656.00,1100.00,5,Activo,12,8
TRX-RD-6329,2025-06-27,011-3620797-2,"Francisco Marte Morales","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2664.00,11,Activo,14,9
TRX-RD-6386,2025-06-27,402-9032230-0,"Pedro Morales García","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1224.00,9,Activo,8,8
TRX-RD-6443,2025-06-27,097-1835171-2,"Rafael Rodríguez Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1218.00,7,Activo,8,8
TRX-RD-6516,2025-06-27,011-4453841-8,"Manuel Morales Paulino","Puerto Plata Club","Membresías","Básica",1690.00,1143.00,10,Activo,12,10
TRX-RD-6518,2025-06-27,001-2207218-4,"Luisa Marte Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2660.00,9,Activo,9,9
TRX-RD-6570,2025-06-27,002-6627199-8,"Gabriel Ventura Ventura","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1220.00,17,Activo,14,9
TRX-RD-6614,2025-06-27,001-4225018-2,"Rafael Gómez Díaz","Santiago (Los Jardines)","Membresías","Básica",1690.00,1301.00,13,Activo,17,8
TRX-RD-6621,2025-06-27,402-5462716-5,"Genesis García García","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1764.00,13,Activo,8,9
TRX-RD-6631,2025-06-27,402-0309719-7,"Yudelka Rodríguez Guzmán","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2215.00,16,Activo,10,8
TRX-RD-6638,2025-06-27,031-1597777-3,"Altagracia Morales Paulino","Puerto Plata Club","Membresías","Básica",1690.00,1462.00,5,Activo,8,9
TRX-RD-6649,2025-06-27,031-7537326-9,"Johanny Guzmán Pérez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1736.00,9,Activo,11,9
TRX-RD-6650,2025-06-27,037-9856364-3,"Pedro Rosario Rosario","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1322.00,13,Activo,11,10
TRX-RD-6706,2025-06-27,001-9581794-5,"Carlos Sánchez Martínez","Puerto Plata Club","Membresías","VIP",4890.00,2196.00,12,Activo,8,6
TRX-RD-6253,2025-06-28,011-2000056-5,"Carmen Vásquez Rosario","Santo Domingo (Piantini)","Membresías","Básica",1690.00,999.00,9,Activo,16,8
TRX-RD-6384,2025-06-28,402-0381126-6,"María Castillo Díaz","Santiago (Los Jardines)","Membresías","Básica",1690.00,916.00,11,Activo,12,9
TRX-RD-6424,2025-06-28,031-8246707-0,"Alejandro Marte Morales","Puerto Plata Club","Personal Trainer","VIP",1498.00,2388.00,11,Activo,13,8
TRX-RD-6444,2025-06-28,097-1835171-2,"Rafael Rodríguez Jiménez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1432.00,1218.00,7,Activo,8,8
TRX-RD-6477,2025-06-28,011-2805876-3,"Nicole Rosario Reyes","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",858.00,1377.00,11,Activo,15,9
TRX-RD-6534,2025-06-28,002-9847295-2,"Johanny Vásquez Sánchez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1315.00,8,Activo,10,7
TRX-RD-6567,2025-06-28,031-0979907-6,"Yamilka Peña Sánchez","Puerto Plata Club","Membresías","VIP",4890.00,2596.00,8,Activo,7,8
TRX-RD-6696,2025-06-28,402-3646088-3,"Kelvin Reyes Cruz","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2581.00,6,Activo,6,8
TRX-RD-6754,2025-07-01,002-6588410-6,"Laura Díaz Díaz","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1880.00,6,Cancelado,7,9
